site_code,individual,leaf_number,surface,random_number,angle,length_pixels
whlr,i2,l2,upper,5,-85.03,22.755
whlr,i3,l1,lower,1,40.914,19.878
whlr,i3,l1,lower,2,83.29,16.621
whlr,i3,l1,lower,3,-32.005,18.929
whlr,i3,l1,lower,4,8.13,14.554
whlr,i3,l1,lower,5,-86.424,16.298
whlr,i3,l1,upper,1,90,19.003
whlr,i3,l1,upper,2,66.038,19.09
whlr,i3,l1,upper,3,-46.848,22.161
whlr,i3,l1,upper,4,-40.601,18.187
whlr,i3,l1,upper,5,-41.424,22.492
whlr,i3,l2,lower,1,-63.435,16.221
whlr,i3,l2,lower,2,28.301,14.45
whlr,i3,l2,lower,3,-39.806,15.7
whlr,i3,l2,lower,4,-42.274,14.754
whlr,i3,l2,lower,5,45,18.398
whlr,i3,l2,upper,1,81.027,18.856
whlr,i3,l2,upper,2,94.97,22.728
whlr,i3,l2,upper,3,62.103,18.898
whlr,i3,l2,upper,4,40.236,17.414
whlr,i3,l2,upper,5,125.218,20.112
whlr,i4,l1,lower,1,36.87,19.502
whlr,i4,l1,lower,2,-45,12.379
whlr,i4,l1,lower,3,39.806,15.077
whlr,i4,l1,lower,4,90,12.75
whlr,i4,l1,lower,5,71.565,19.138
whlr,i4,l1,upper,1,33.69,17.566
whlr,i4,l1,upper,2,64.983,16.997
whlr,i4,l1,upper,3,102.529,18.439
whlr,i4,l1,upper,4,-15.524,18.2
whlr,i4,l1,upper,5,-25.201,18.788
whlr,i4,l2,lower,1,-15.524,18.682
whlr,i4,l2,lower,2,37.569,16.517
whlr,i4,l2,lower,3,-26.565,17.897
whlr,i4,l2,lower,4,-42.709,18.062
whlr,i4,l2,lower,5,-45,16.267
whlr,i4,l2,upper,1,-36.87,14.802
whlr,i4,l2,upper,2,38.66,13.068
whlr,i4,l2,upper,3,-66.801,16.111
whlr,i4,l2,upper,4,-16.39,17.868
whlr,i4,l2,upper,5,53.13,14.802
whlr,i5,l1,lower,1,10.305,22.361
whlr,i5,l1,lower,2,4.97,23.087
whlr,i5,l1,lower,3,-23.629,17.333
whlr,i5,l1,lower,4,180,19.003
whlr,i5,l1,lower,5,-54.462,16.935
whlr,i5,l1,upper,1,-21.251,18.693
whlr,i5,l1,upper,2,59.534,19.437
whlr,i5,l1,upper,3,9.462,18.173
whlr,i5,l1,upper,4,-36.254,17.903
whlr,i5,l1,upper,5,-3.18,17.545
whlr,i5,l2,lower,1,10.62,16.67
whlr,i5,l2,lower,2,100.62,15.951
whlr,i5,l2,lower,3,122.471,13.108
whlr,i5,l2,lower,4,36.87,15.606
whlr,i5,l2,lower,5,90,17.502
whlr,i5,l2,upper,1,90,15.667
whlr,i5,l2,upper,2,12.804,22.561
whlr,i5,l2,upper,3,-102.529,18.765
whlr,i5,l2,upper,4,-38.66,19.419
whlr,i5,l2,upper,5,32.005,18.98
whlr,i6,l1,lower,1,-15.945,14.56
whlr,i6,l1,lower,2,-95.194,11.353
whlr,i6,l1,lower,3,38.66,12.671
whlr,i6,l1,lower,4,0,13.35
whlr,i6,l1,lower,5,10.008,16.935
whlr,i6,l1,upper,1,19.29,21.929
whlr,i6,l1,upper,2,25.346,21.024
whlr,i6,l1,upper,3,43.152,21.593
whlr,i6,l1,upper,4,14.036,16.344
whlr,i6,l1,upper,5,20.854,22.655
whlr,i6,l2,lower,1,12.995,13.946
whlr,i6,l2,lower,2,-61.699,14.667
whlr,i6,l2,lower,3,-50.711,14.182
whlr,i6,l2,lower,4,0,17.516
whlr,i6,l2,lower,5,47.726,14.037
whlr,i6,l2,upper,1,-53.13,20.669
whlr,i6,l2,upper,2,75.069,14.916
whlr,i6,l2,upper,3,30.964,17.708
whlr,i6,l2,upper,4,87.274,21.357
whlr,i6,l2,upper,5,-49.086,20.54
whlr,i7,l1,lower,1,154.799,19.678
whlr,i7,l1,lower,2,-67.62,18.821
whlr,i7,l1,lower,3,8.13,20.661
whlr,i7,l1,lower,4,-71.565,16.128
whlr,i7,l1,lower,5,54.462,17.15
whlr,i7,l1,upper,1,69.444,17.288
whlr,i7,l1,upper,2,-82.875,16.373
whlr,i7,l1,upper,3,32.735,16.509
whlr,i7,l1,upper,4,-43.025,20.036
whlr,i7,l1,upper,5,-55.305,15.606
whlr,i7,l2,lower,1,8.13,13.777
whlr,i7,l2,lower,2,-10.62,16.525
whlr,i7,l2,lower,3,45,15.322
whlr,i7,l2,lower,4,108.435,16.049
whlr,i7,l2,lower,5,66.801,15.692
whlr,i7,l2,upper,1,39.806,23.01
whlr,i7,l2,upper,2,20.556,17.714
whlr,i7,l2,upper,3,37.405,21.468
whlr,i7,l2,upper,4,39.806,15.973
whlr,i7,l2,upper,5,14.744,19.405
whlr,i8,l1,lower,1,28.301,15.217
whlr,i8,l1,lower,2,-47.726,14.682
whlr,i8,l1,lower,3,-15.524,18.2
whlr,i8,l1,lower,4,23.199,14.577
whlr,i8,l1,lower,5,-39.289,13.744
whlr,i8,l1,upper,1,-20.556,17.088
whlr,i8,l1,upper,2,-2.603,22.336
whlr,i8,l1,upper,3,0,18
whlr,i8,l1,upper,4,-2.726,21.375
whlr,i8,l1,upper,5,68.199,21.232
whlr,i8,l2,lower,1,-82.405,14.727
whlr,i8,l2,lower,2,37.569,16.555
whlr,i8,l2,lower,3,59.744,14.806
whlr,i8,l2,lower,4,96.71,17.49
whlr,i8,l2,lower,5,57.265,16.275
whlr,i8,l2,upper,1,81.469,20.177
whlr,i8,l2,upper,2,-18.435,19.607
whlr,i8,l2,upper,3,-99.462,17.892
whlr,i8,l2,upper,4,-66.371,17.333
whlr,i8,l2,upper,5,-45,18.385
khkp,i1,l1,lower,1,-15.945,14.56
khkp,i1,l1,lower,2,32.471,13.384
khkp,i1,l1,lower,3,-4.764,12.811
khkp,i1,l1,lower,4,128.66,12.701
khkp,i1,l1,lower,5,-45,14.147
khkp,i1,l1,upper,1,-10.62,16.867
khkp,i1,l1,upper,2,34.695,16.087
khkp,i1,l1,upper,3,-105.945,21.934
khkp,i1,l1,upper,4,27.759,21.15
khkp,i1,l1,upper,5,3.366,17.385
khkp,i1,l2,lower,1,-71.565,15.9
khkp,i1,l2,lower,2,59.744,14.427
khkp,i1,l2,lower,3,-37.569,15.7
khkp,i1,l2,lower,4,-33.69,14.02
khkp,i1,l2,lower,5,79.992,16.728
khkp,i1,l2,upper,1,-50.194,23.049
khkp,i1,l2,upper,2,37.569,16.869
khkp,i1,l2,upper,3,39.472,22.706
khkp,i1,l2,upper,4,180,24.002
khkp,i1,l2,upper,5,46.975,21.043
khkp,i2,l1,lower,1,97.125,15.91
khkp,i2,l1,lower,2,82.405,15.608
khkp,i2,l1,lower,3,0,14.252
khkp,i2,l1,lower,4,32.735,17.335
khkp,i2,l1,lower,5,-153.435,15.506
khkp,i2,l1,upper,1,37.405,21.708
khkp,i2,l1,upper,2,21.801,16.155
khkp,i2,l1,upper,3,-177.51,22.706
khkp,i2,l1,upper,4,-173.66,18.714
khkp,i2,l1,upper,5,-143.616,23.068
khkp,i2,l2,lower,1,-48.013,12.748
khkp,i2,l2,lower,2,-39.289,14.135
khkp,i2,l2,lower,3,90,18
khkp,i2,l2,lower,4,-176.186,15.301
khkp,i2,l2,lower,5,-18.435,12.548
khkp,i2,l2,upper,1,160.201,25.944
khkp,i2,l2,upper,2,180,25.333
khkp,i2,l2,upper,3,164.745,23.125
khkp,i2,l2,upper,4,146.976,24.037
khkp,i2,l2,upper,5,173.991,18.812
khkp,i3,l1,lower,1,-37.569,16.2
khkp,i3,l1,lower,2,66.801,14.926
khkp,i3,l1,lower,3,-152.103,20.033
khkp,i3,l1,lower,4,10.008,17.43
khkp,i3,l1,lower,5,148.392,15.397
khkp,i3,l1,upper,1,145.305,15.348
khkp,i3,l1,upper,2,152.354,23.118
khkp,i3,l1,upper,3,130.365,26.215
khkp,i3,l1,upper,4,40.914,20.165
khkp,i3,l1,upper,5,20.854,22.41
khkp,i3,l2,lower,1,53.973,14.318
khkp,i3,l2,lower,2,70.56,17.557
khkp,i3,l2,lower,3,94.764,12.019
khkp,i3,l2,lower,4,-4.399,13.106
khkp,i3,l2,lower,5,97.595,15.133
khkp,i3,l2,upper,1,34.992,24.209
khkp,i3,l2,upper,2,7.765,22.864
khkp,i3,l2,upper,3,4.764,23.585
khkp,i3,l2,upper,4,83.418,25.552
khkp,i3,l2,upper,5,112.62,26.874
khkp,i4,l1,lower,1,42.274,15.052
khkp,i4,l1,lower,2,3.814,15.015
khkp,i4,l1,lower,3,32.471,12.671
khkp,i4,l1,lower,4,37.875,11.557
khkp,i4,l1,lower,5,-22.62,13.271
khkp,i4,l1,upper,1,-47.291,18.062
khkp,i4,l1,upper,2,-40.914,19.849
khkp,i4,l1,upper,3,23.199,22.676
khkp,i4,l1,upper,4,107.526,20.555
khkp,i4,l1,upper,5,108.435,22.244
khkp,i4,l2,lower,1,49.399,18.439
khkp,i4,l2,lower,2,59.744,13.94
khkp,i4,l2,lower,3,37.405,21.051
khkp,i4,l2,lower,4,139.764,17.029
khkp,i4,l2,lower,5,132.879,18.658
khkp,i4,l2,upper,1,45,21.685
khkp,i4,l2,upper,2,140.906,20.655
khkp,i4,l2,upper,3,153.435,22.594
khkp,i4,l2,upper,4,111.801,21.667
khkp,i4,l2,upper,5,2.203,26.352
khkp,i5,l1,lower,1,45,15.556
khkp,i5,l1,lower,2,42.274,14.372
khkp,i5,l1,lower,3,90,14.758
khkp,i5,l1,lower,4,40.236,16.75
khkp,i5,l1,lower,5,140.711,13.956
khkp,i5,l1,upper,1,168.69,20.723
khkp,i5,l1,upper,2,36.87,19.88
khkp,i5,l1,upper,3,133.264,23.816
khkp,i5,l1,upper,4,-177.138,20.756
khkp,i5,l1,upper,5,115.201,18.788
khkp,i5,l2,lower,1,72.646,16.621
khkp,i5,l2,lower,2,97.595,15.235
khkp,i5,l2,lower,3,129.806,15.077
khkp,i5,l2,lower,4,90,14.67
khkp,i5,l2,lower,5,113.199,15.67
khkp,i5,l2,upper,1,81.027,18.577
khkp,i5,l2,upper,2,-160.56,17.714
khkp,i5,l2,upper,3,131.82,25.996
khkp,i5,l2,upper,4,-37.875,22.133
khkp,i5,l2,upper,5,-175.03,23.087
khkp,i6,l1,lower,1,127.569,15.853
khkp,i6,l1,lower,2,65.556,12.974
khkp,i6,l1,lower,3,85.236,11.774
khkp,i6,l1,lower,4,8.13,14.18
khkp,i6,l1,lower,5,-13.241,17.112
khkp,i6,l1,upper,1,34.992,24.413
khkp,i6,l1,upper,2,22.249,23.286
khkp,i6,l1,upper,3,163.072,24.52
khkp,i6,l1,upper,4,156.038,19.872
khkp,i6,l1,upper,5,165.964,20.537
khkp,i6,l2,lower,1,90,14.5
khkp,i6,l2,lower,2,139.764,16.869
khkp,i6,l2,lower,3,77.905,14.562
khkp,i6,l2,lower,4,0,15
khkp,i6,l2,lower,5,36.027,13.551
khkp,i6,l2,upper,1,47.291,16.997
khkp,i6,l2,upper,2,105.255,22.073
khkp,i6,l2,upper,3,125.838,22.01
khkp,i6,l2,upper,4,113.962,19.906
khkp,i6,l2,upper,5,50.194,23.176
khkp,i7,l1,lower,1,-41.987,14.395
khkp,i7,l1,lower,2,-57.265,16.434
khkp,i7,l1,lower,3,18.435,12.811
khkp,i7,l1,lower,4,63.435,14.206
khkp,i7,l1,lower,5,-11.31,16.082
khkp,i7,l1,upper,1,-173.29,17.813
khkp,i7,l1,upper,2,90,25.751
khkp,i7,l1,upper,3,160.017,23.409
khkp,i7,l1,upper,4,19.179,24.459
khkp,i7,l1,upper,5,50.906,20.79
khkp,i7,l2,lower,1,101.31,15.297
khkp,i7,l2,lower,2,42.274,14.513
khkp,i7,l2,lower,3,47.726,14.866
khkp,i7,l2,lower,4,129.289,14.004
khkp,i7,l2,lower,5,137.726,14.866
khkp,i7,l2,upper,1,39.094,20.391
khkp,i7,l2,upper,2,3.576,16.388
khkp,i7,l2,upper,3,18.435,18.99
khkp,i7,l2,upper,4,76.759,17.601
khkp,i7,l2,upper,5,-3.366,16.267
khkp,i8,l1,lower,1,15.945,14.757
khkp,i8,l1,lower,2,-74.055,14.441
khkp,i8,l1,lower,3,-90,17.516
khkp,i8,l1,lower,4,61.928,16.221
khkp,i8,l1,lower,5,90,13.521
khkp,i8,l1,upper,1,-30.466,19.267
khkp,i8,l1,upper,2,50.194,15.202
khkp,i8,l1,upper,3,129.806,23.114
khkp,i8,l1,upper,4,77.196,21.769
khkp,i8,l1,upper,5,-136.736,23.024
khkp,i8,l2,lower,1,94.086,14.036
khkp,i8,l2,lower,2,96.71,16.621
khkp,i8,l2,lower,3,50.194,14.941
khkp,i8,l2,lower,4,36.027,14.009
khkp,i8,l2,lower,5,14.036,15.691
khkp,i8,l2,upper,1,96.34,18.741
khkp,i8,l2,upper,2,130.601,18.936
khkp,i8,l2,upper,3,14.621,23.834
khkp,i8,l2,upper,4,144.162,22.284
khkp,i8,l2,upper,5,-78.111,19.163
khkp,i9,l1,lower,1,-25.201,18.487
khkp,i9,l1,lower,2,36.87,19.734
khkp,i9,l1,lower,3,-59.036,16.466
khkp,i9,l1,lower,4,-6.009,19.047
khkp,i9,l1,lower,5,33.69,17.614
khkp,i9,l1,upper,1,-66.038,19.258
khkp,i9,l1,upper,2,-6.009,19.047
khkp,i9,l1,upper,3,-54.782,20.524
khkp,i9,l1,upper,4,-104.036,20.939
khkp,i9,l1,upper,5,2.291,25.009
khkp,i9,l2,lower,1,-45,16.737
khkp,i9,l2,lower,2,-23.199,15.435
khkp,i9,l2,lower,3,67.38,12.349
khkp,i9,l2,lower,4,-10.008,17.263
khkp,i9,l2,lower,5,0,13.75
khkp,i9,l2,upper,1,16.928,24.21
khkp,i9,l2,upper,2,-34.824,27.552
khkp,i9,l2,upper,3,-19.983,23.909
khkp,i9,l2,upper,4,15.945,21.84
khkp,i9,l2,upper,5,-19.29,21.615
mmrd,i1,l1,lower,1,93.576,15.782
mmrd,i1,l1,lower,2,23.199,15.435
mmrd,i1,l1,lower,3,47.726,15.405
mmrd,i1,l1,lower,4,36.87,14.802
mmrd,i1,l1,lower,5,42.274,15.114
mmrd,i1,l1,upper,1,81.027,19.29
mmrd,i1,l1,upper,2,3.18,18.016
mmrd,i1,l1,upper,3,-2.386,24.505
mmrd,i1,l1,upper,4,-82.875,16.9
mmrd,i1,l1,upper,5,-29.358,18.017
mmrd,i1,l2,lower,1,3.18,17.507
mmrd,i1,l2,lower,2,45,17.221
mmrd,i1,l2,lower,3,86.186,15.532
mmrd,i1,l2,lower,4,79.992,17.221
mmrd,i1,l2,lower,5,-56.31,17.335
mmrd,i1,l2,upper,1,39.094,20.572
mmrd,i1,l2,upper,2,-176.987,19.012
mmrd,i1,l2,upper,3,-29.358,17.897
mmrd,i1,l2,upper,4,-57.265,17.545
mmrd,i1,l2,upper,5,6.71,17.117
mmrd,i2,l1,lower,1,-6.71,16.879
mmrd,i2,l1,lower,2,-74.055,14.32
mmrd,i2,l1,lower,3,-42.879,19.105
mmrd,i2,l1,lower,4,30.256,14.545
mmrd,i2,l1,lower,5,66.801,15.56
mmrd,i2,l1,upper,1,-45,20.047
mmrd,i2,l1,upper,2,5.194,21.461
mmrd,i2,l1,upper,3,-14.744,19.889
mmrd,i2,l1,upper,4,92.726,20.691
mmrd,i2,l1,upper,5,-33.69,21.71
mmrd,i2,l2,lower,1,26.565,15.506
mmrd,i2,l2,lower,2,109.44,18.2
mmrd,i2,l2,lower,3,39.806,15.389
mmrd,i2,l2,lower,4,-40.236,16.95
mmrd,i2,l2,lower,5,49.764,16.09
mmrd,i2,l2,upper,1,-49.086,20.79
mmrd,i2,l2,upper,2,5.711,19.827
mmrd,i2,l2,upper,3,22.834,20.442
mmrd,i2,l2,upper,4,50.528,21.513
mmrd,i2,l2,upper,5,16.699,21.36
mmrd,i3,l1,lower,1,45,14.16
mmrd,i3,l1,lower,2,-50.711,14.699
mmrd,i3,l1,lower,3,15.945,14.252
mmrd,i3,l1,lower,4,-77.005,13.77
mmrd,i3,l1,lower,5,68.962,14.23
mmrd,i3,l1,upper,1,-6.71,17.09
mmrd,i3,l1,upper,2,15.524,19.003
mmrd,i3,l1,upper,3,-7.125,16.125
mmrd,i3,l1,upper,4,-31.608,16.035
mmrd,i3,l1,upper,5,47.49,16.347
mmrd,i3,l2,lower,1,66.801,15.421
mmrd,i3,l2,lower,2,-60.642,18.608
mmrd,i3,l2,lower,3,-31.608,15.821
mmrd,i3,l2,lower,4,-54.462,17.013
mmrd,i3,l2,lower,5,-86.424,16.07
mmrd,i3,l2,upper,1,-39.094,20.407
mmrd,i3,l2,upper,2,-16.928,23.507
mmrd,i3,l2,upper,3,-23.962,20.18
mmrd,i3,l2,upper,4,50.906,20.23
mmrd,i3,l2,upper,5,-95.711,20.349
mmrd,i4,l1,lower,1,-45,13.908
mmrd,i4,l1,lower,2,-45,13.789
mmrd,i4,l1,lower,3,-93.814,14.769
mmrd,i4,l1,lower,4,3.576,15.782
mmrd,i4,l1,lower,5,7.595,15.133
mmrd,i4,l1,upper,1,69.444,17.088
mmrd,i4,l1,upper,2,83.66,17.82
mmrd,i4,l1,upper,3,-99.462,17.755
mmrd,i4,l1,upper,4,-59.534,19.637
mmrd,i4,l1,upper,5,-149.534,19.815
mmrd,i4,l2,lower,1,-29.358,17.904
mmrd,i4,l2,lower,2,-11.31,15.624
mmrd,i4,l2,lower,3,-31.608,15.442
mmrd,i4,l2,lower,4,-31.608,15.836
mmrd,i4,l2,lower,5,8.13,14.472
mmrd,i4,l2,upper,1,-62.103,18.812
mmrd,i4,l2,upper,2,32.905,20.71
mmrd,i4,l2,upper,3,30.466,19.425
mmrd,i4,l2,upper,4,-11.889,19.172
mmrd,i4,l2,upper,5,-37.405,20.467
mmrd,i5,l1,lower,1,-41.634,11.877
mmrd,i5,l1,lower,2,-19.983,11.885
mmrd,i5,l1,lower,3,51.34,12.612
mmrd,i5,l1,lower,4,-74.055,14.067
mmrd,i5,l1,lower,5,53.973,13.408
mmrd,i5,l1,upper,1,40.601,18.409
mmrd,i5,l1,upper,2,25.201,19.09
mmrd,i5,l1,upper,3,-6.34,18.049
mmrd,i5,l1,upper,4,-12.529,17.653
mmrd,i5,l1,upper,5,122.905,20.069
mmrd,i5,l2,lower,1,36.027,13.75
mmrd,i5,l2,lower,2,48.013,13.829
mmrd,i5,l2,lower,3,85.601,13.521
mmrd,i5,l2,lower,4,109.654,14.718
mmrd,i5,l2,lower,5,36.87,14.603
mmrd,i5,l2,upper,1,50.528,22.568
mmrd,i5,l2,upper,2,2.862,20.006
mmrd,i5,l2,upper,3,-105.524,18.738
mmrd,i5,l2,upper,4,-72.474,20.477
mmrd,i5,l2,upper,5,-35.218,20.872
mmrd,i6,l1,lower,1,-65.225,14.091
mmrd,i6,l1,lower,2,-26.565,13.306
mmrd,i6,l1,lower,3,82.875,15.821
mmrd,i6,l1,lower,4,-3.814,14.784
mmrd,i6,l1,lower,5,85.601,13.086
mmrd,i6,l1,upper,1,14.621,23.947
mmrd,i6,l1,upper,2,-36.87,20.402
mmrd,i6,l1,upper,3,-3.013,19.047
mmrd,i6,l1,upper,4,45,18.862
mmrd,i6,l1,upper,5,-20.854,22.006
mmrd,i6,l2,lower,1,-12.095,14.372
mmrd,i6,l2,lower,2,-39.289,13.64
mmrd,i6,l2,lower,3,-36.87,14.758
mmrd,i6,l2,lower,4,26.565,14.162
mmrd,i6,l2,lower,5,10.62,16.221
mmrd,i6,l2,upper,1,-70.56,18.434
mmrd,i6,l2,upper,2,53.746,18.106
mmrd,i6,l2,upper,3,-23.962,18.953
mmrd,i6,l2,upper,4,28.301,14.427
mmrd,i6,l2,upper,5,37.569,16.451
mmrd,i7,l1,lower,1,40.236,17.467
mmrd,i7,l1,lower,2,-124.509,18.49
mmrd,i7,l1,lower,3,-13.392,21.524
mmrd,i7,l1,lower,4,-26.565,20.423
mmrd,i7,l1,lower,5,39.472,22.375
mmrd,i7,l1,upper,1,-53.746,19.003
mmrd,i7,l1,upper,2,-50.906,20.669
mmrd,i7,l1,upper,3,77.196,21.769
mmrd,i7,l1,upper,4,15.524,19.1
mmrd,i7,l1,upper,5,-68.749,19.195
mmrd,i7,l2,lower,1,-30.256,14.063
mmrd,i7,l2,lower,2,28.072,17.904
mmrd,i7,l2,lower,3,-50.711,14.395
mmrd,i7,l2,lower,4,12.995,13.44
mmrd,i7,l2,lower,5,-73.61,18.133
mmrd,i7,l2,upper,1,87.51,22.343
mmrd,i7,l2,upper,2,29.358,18.068
mmrd,i7,l2,upper,3,16.699,20.881
mmrd,i7,l2,upper,4,-40.914,19.163
mmrd,i7,l2,upper,5,112.834,20.804
mmrd,i8,l1,lower,1,-19.654,14.67
mmrd,i8,l1,lower,2,55.305,15.67
mmrd,i8,l1,lower,3,-72.897,13.993
mmrd,i8,l1,lower,4,33.69,17.757
mmrd,i8,l1,lower,5,45,15.734
mmrd,i8,l1,upper,1,-66.801,15.232
mmrd,i8,l1,upper,2,-57.095,20.248
mmrd,i8,l1,upper,3,35.538,16.55
mmrd,i8,l1,upper,4,50.194,15.585
mmrd,i8,l1,upper,5,5.711,20.177
mmrd,i8,l2,lower,1,-57.995,19.425
mmrd,i8,l2,lower,2,-86.186,14.678
mmrd,i8,l2,lower,3,90,15.847
mmrd,i8,l2,lower,4,-53.973,13.73
mmrd,i8,l2,lower,5,-59.744,14.577
mmrd,i8,l2,upper,1,12.265,23.364
mmrd,i8,l2,upper,2,-26.565,19.827
mmrd,i8,l2,upper,3,43.025,20.989
mmrd,i8,l2,upper,4,13.392,20.691
mmrd,i8,l2,upper,5,37.405,21.605
